State	Airport ID	Airport / Location	Last Reported	Vehicle Description
Missouri	KCGI	Cape Girardeau - Cape Aviation	7/2025	Car; overnight possible
Missouri	KCHT	Chillicothe Municipal	3/2025	Car; call first
Missouri	KGLY	Clinton Regional	7/2025	Courtesy car available
Missouri	KCOU	Columbia Regional	7/2025	Courtesy car available
Missouri	KDXE	Dexter Municipal	8/2024	Courtesy car; Airway Cafe on field
Missouri	KFAM	Farmington	9/2025	2 courtesy cars; call ahead; not after hours
Missouri	H88	Fredericktown	10/2024	2 Tahoes; overnight with manager approval
Missouri	KFTT	Fulton - Elton Hensley Memorial	7/2025	Car available
Missouri	KHAE	Hannibal Regional	9/2024	Courtesy car available
Missouri	KHIG	Higginsville	4/2025	Ford Fusion
Missouri	KJEF	Jefferson City Memorial - Jefferson City Flying Service	8/2024	Car available
Missouri	KJLN	Joplin Regional - Mizzou Aviation	7/2025	Courtesy cars available
Missouri	KMKC	Kansas City Downtown - Signature & Atlantic	8/2024	Cars at multiple FBOs
Missouri	KTKX	Kennett Memorial	7/2025	Car available; contact Sam Jewell
Missouri	KIRK	Kirksville Regional	8/2024	Ford Escape
Missouri	KLBO	Lebanon Airport	7/2025	2 cars available
Missouri	KLXT	Lee's Summit Muni	7/2025	2 Town Cars; mogas available
Missouri	K89	Macon - Fower Memorial	8/2024	Jeep Grand Cherokee
Missouri	KMAW	Malden Regional - First Flight Aviation	7/2025	Newer Dodge Caravan
Missouri	KMHL	Marshall Memorial Municipal	8/2024	Courtesy car available
Missouri	KEVU	Maryville - Northwest Missouri Regional	8/2024	Two minivans
Missouri	KMYJ	Mexico Memorial - retired police Charger	4/2025	Retired police Dodge Charger; mogas
Missouri	KMBY	Moberly - Omar N Bradley Airport	4/2025	2 Crown Vics and 15-passenger Chevy van
Missouri	K52	Monroe City - Cpt. Ben Smith Airfield	8/2025	Plush conversion van
Missouri	KGPH	Mosby - Midwest National / Apex	7/2025	Courtesy car available
Missouri	KMNF	Mountain View Airport	8/2024	Car with A/C
Missouri	KEOS	Neosho - Hugh Robinson Airport	7/2025	Courtesy car available
Missouri	KNVD	Nevada Muni - Aero B	8/2024	Courtesy transportation
Missouri	KPCD	Perryville	8/2025	Old Chevy Impala; manager on-site
Missouri	KPYN	Piedmont Municipal	8/2025	Silver Crown Vic and red SUV; 24/7 fuel and cars
Missouri	KPOF	Poplar Bluff Municipal	9/2024	5 cars including Dodge Chargers; good fuel
Missouri	8WC	Potosi - Washington County Airport	7/2025	Van; also hotel transportation offered
Missouri	KVIH	Rolla National Airport	4/2025	Car; first come first served
Missouri	KDMO	Sedalia Regional	7/2025	Car; 3-hour limit
Missouri	KSIK	Sikeston Memorial Municipal	11/2025	Car available
Montana	3U3	Anaconda - Bowman Field	9/2025	Car via lockbox; call Butte Aviation
Montana	KBHK	Baker Municipal - Baker Air Service	8/2025	Car available
Montana	6S0	Big Timber - Yellowstone Air Service	8/2025	Car; overnight possible; call ahead
Montana	KBIL	Billings - Logan International / Edwards	8/2025	Courtesy car available
Montana	KBZN	Bozeman - Yellowstone International / Signature / Jet Aviation / Million Air	8/2025	Cars at multiple FBOs
Montana	00F	Broadus Airport	8/2025	Chevy S10 Blazer; keys in lockbox
Montana	KBTM	Butte - Mooney / Butte Aviation	8/2025	Lincoln, Lexus and Suburban
Montana	KCII	Choteau - Scapegoat Aviation	8/2025	Suburban available
Montana	KCTB	Cut Bank International	8/2024	3 cars
Montana	38S	Deer Lodge City-County / TC Aviation	8/2024	Subaru
Montana	KDLN	Dillon Airport - Dillon Flying Service	8/2024	Courtesy car available
Montana	1S3	Forsyth - Tillitt Field	8/2025	Courtesy car available
Montana	79S	Fort Benton	8/2024	Van available; call for key location
Montana	37S	Fort Peck Airport	8/2024	Van available; no fuel per AirNav
Montana	KGGW	Glasgow - Wokal Field / Glasgow International	8/2025	Maroon Trailblazer
Montana	KGTF	Great Falls International - Holman & Great Falls Jet Center	8/2025	3 cars including Ford Escape at Holman
Montana	KHRF	Hamilton - Ravalli County / Ascension Aviation	4/2025	Ford Escape and Dodge minivan; cafe on field
Montana	00U	Hardin - Big Horn County	4/2025	2 cars
Montana	KHVR	Havre City-County	8/2024	Subaru Outback and Chevy Impala
Montana	KHLN	Helena - SkyService Helena	8/2025	Lincoln Town Car and Buick LeSabre; $10 ramp waived
Montana	S27	Kalispell City / Red Eagle Aviation	7/2025	Van available
Montana	KGPI	Kalispell - Glacier Park Intl / Glacier Jet Center	8/2025	Chevy Cobalt
Montana	6S8	Laurel Municipal - Laurel 406 Aero	8/2025	2 cars
Montana	KLWT	Lewistown Muni - Skyline Aviation	4/2025	Courtesy car available
Montana	S69	Lincoln Airport	7/2024	1998 Dodge Grand Caravan; insurance required
Montana	KLVM	Livingston - Mission Field	4/2025	Dodge Durango (24hr, free); also F-150 and F-250 for rent
Montana	M75	Malta Airport - Hitch Aviation	4/2025	Suburban; call ahead for key
Montana	KMLS	Miles City - Wiley Field	8/2025	Courtesy car available
Montana	KMSO	Missoula International - Minuteman Jet Center & NSJ	8/2025	Cars at multiple FBOs
Montana	S34	Plains Airport	8/2024	Courtesy car available
Montana	KPWD	Plentywood Sher-Wood Airport	8/2024	White Dodge Caravan; call non-emergency for lockbox code
Montana	8S1	Polson - Lake Aero	8/2024	3 courtesy cars
Montana	P01	Poplar Muni - Dallas Air	8/2024	Courtesy car available
Montana	7S0	Ronan Airport	8/2024	3 courtesy cars
Montana	KRPX	Roundup Airport	8/2025	Courtesy car available
Montana	23S	Seeley Lake	8/2024	School bus van; Mike Lindemer's vehicle; call ahead
Montana	KSDY	Sidney - Richland Muni / Richland Aviation	8/2025	Courtesy car available
Montana	52S	St. Ignatius Airport	8/2024	Courtesy car available
Montana	9S4	Superior - Mineral County Airport	8/2024	Courtesy car available
Montana	KTHM	Thompson Falls Airport	8/2025	Courtesy car; call Kim
Montana	9S5	Three Forks - Headwaters Flying Service	8/2025	Courtesy transportation
Montana	8U8	Townsend	7/2024	Subaru for local use
Montana	KRVF	Twin Bridges - Ruby Valley Aviation	8/2025	Courtesy car available
Montana	2MT1	West Glacier - Ryan Field	9/2025	Car available; seasonal; BRIEFING REQUIRED from RAF.org
Montana	7S6	White Sulphur Springs	8/2025	1993 Lincoln Town Car
Nebraska	KANW	Ainsworth Regional	4/2025	2 cars 24/7; self serve Jet A and 100LL
Nebraska	KBVN	Albion Municipal	8/2024	3 cars; call for key location
Nebraska	KAIA	Alliance Municipal - Heartland Aviation	8/2024	White medium SUV; overnight possible
Nebraska	8V2	Atkinson - Stuart-Atkinson Municipal	12/2024	Car available; call ahead for key location
Nebraska	KAUH	Aurora Municipal - Al Potter Field	8/2024	Ford Taurus; lockbox after hours
Nebraska	KBIE	Beatrice Municipal	8/2024	2 cars
Nebraska	KBTA	Blair Muni - SkyWerx	8/2024	Courtesy car available
Nebraska	KBBW	Broken Bow Municipal	8/2024	2 vans and 1 car; donation for fuel suggested
Nebraska	KCDR	Chadron Municipal	8/2024	Taurus "Turtle"; first come first served
Nebraska	07K	Central City Municipal - Larry Reineke Field	8/2024	Ford Taurus
Nebraska	KCEK	Crete	8/2024	2 cars
Nebraska	KOLU	Columbus Municipal - Avcraft Inc.	8/2024	Courtesy car available
Nebraska	KFBY	Fairbury Municipal	8/2024	2 cars
Nebraska	KFNB	Falls City - Brenner Field / Ahern Aviation	8/2024	Old police cruiser; call ahead for key
Nebraska	KFET	Fremont Municipal	8/2024	Astro van with working A/C; also Town & Country
Nebraska	KGRN	Gordon Municipal	8/2024	Crown Vic
Nebraska	KGRI	Grand Island - Trego/Dugan Aviation	8/2024	2 cars; free with fuel; $50 without
Nebraska	KGGF	Grant Municipal - Hill Aviation	8/2024	Car available
Nebraska	0B4	Hartington Municipal - Becker Flying Service	8/2024	1 car; sometimes lend own
Nebraska	KHSI	Hastings Municipal	8/2024	Older minivan; keys in lockbox
Nebraska	KHJH	Hebron Municipal	8/2024	Older Cadillac; call Sheriff for lockbox code
Nebraska	KHDE	Holdrege - Brewster Field	8/2024	2 vehicles; attended airport
Nebraska	KIML	Imperial Municipal	8/2024	Car available; call for key location
Nebraska	KEAR	Kearney Regional - Big Air Kearney	8/2024	Courtesy car available
Nebraska	KIBM	Kimball Muni - Arraj Field	8/2024	Courtesy transportation
Nebraska	KLXN	Lexington	8/2024	Courtesy transportation
Nebraska	KLNK	Lincoln - Duncan Aviation & Atlantic	8/2024	2 new Toyota Corollas at Duncan; also Atlantic has cars
Nebraska	KMCK	Mc Cook - Ben Nelson Regional / Red Willow Aviation	8/2024	Blue Honda
Nebraska	KAFK	Nebraska City Muni - Blue Line Aviation	8/2024	Courtesy car available
Nebraska	4V9	Neligh - Antelope County	8/2024	2 cars; call ahead
Nebraska	KOFK	Norfolk Regional - Norfolk Airport Services	4/2025	Courtesy car available
Nebraska	KLBF	North Platte Regional - Trego-Dugan	8/2024	Multiple vehicles; older Mercedes for non-fuel customers
Nebraska	KOGA	Ogallala - Searle Field / white Impala	4/2025	White Impala; hangar space available
Nebraska	KOMA	Omaha - Atlantic & Signature	8/2024	Cars at multiple FBOs
Nebraska	KMLE	Omaha Millard - Oracle Aviation	8/2024	Courtesy car available
Nebraska	KONL	O'Neill Municipal	10/2024	5 courtesy cars; 24/7 available
Nebraska	0C4	Pender Municipal	8/2024	Must call 24 hours ahead
Nebraska	KPMV	Plattsmouth Municipal	8/2024	Courtesy transportation
Nebraska	7V7	Red Cloud Municipal	8/2024	Car available; call Chuck
Nebraska	9V5	Rushville - Modisett Airport	8/2024	Crown Vic
Nebraska	KSWT	Seward Municipal	8/2024	1 car
Nebraska	KSNY	Sidney Muni - Lloyd Carr Field / L&L Aviation	8/2024	Courtesy car available
Nebraska	12K	Superior Municipal	8/2024	Decent Astro-Van; 24/7
Nebraska	KVTN	Valentine - Miller Field / Sandhills Aero	8/2024	2 Crown Vics
Nebraska	KLCG	Wayne Municipal	4/2025	2 cars
Nebraska	KAHQ	Wahoo Municipal	8/2024	Old white Ford 4-door LTD
Nebraska	KJYR	York Muni	8/2024	Courtesy car available
Nevada	KBVU	Boulder City - Boulder City Aviation	8/2024	Car; 2-hour limit
Nevada	KBAM	Battle Mountain Airport	8/2024	Car available
Nevada	KCXP	Carson City - El Aero/Mountain West & Stellar	4/2025	Nice Buick and Explorer; also Stellar cars
Nevada	KEKO	Elko Regional - Mountain West	4/2025	2 cars; fuel purchase required
Nevada	KHTH	Hawthorne Industrial	8/2025	3 cars: 15-passenger van, Taurus, Windstar
Nevada	KHND	Henderson Executive	8/2025	Van service to town 3x/day; cafe on field
Nevada	KLAS	Las Vegas - McCarran Intl / Atlantic & Signature	8/2025	Cars at multiple FBOs
Nevada	KRNO	Reno/Tahoe Intl / Atlantic / Stellar	3/2025	Cars at multiple FBOs; Stellar has new Toyota SUVs
Nevada	N86	Reno - Spanish Springs Airport	8/2025	Courtesy transportation
Nevada	KSPZ	Silver Springs Airport	8/2025	Courtesy transportation
Nevada	KWMC	Winnemucca - Winnemucca Air	8/2025	Courtesy transportation
New Hampshire	KCON	Concord Muni	8/2024	Chevy Cruz
New Hampshire	KLCI	Laconia Municipal - Emerson Aviation & Sky Bright	8/2025	Cars at multiple FBOs
New Hampshire	KLEB	Lebanon Muni - Granite Air	8/2025	Subaru; 1-hour limit
New Hampshire	KASH	Nashua - Boire Field / Infinity Aviation	8/2025	Courtesy car available
New Hampshire	KPSM	Portsmouth International at Pease / Port City Air	8/2025	Several 2016 Ford SUVs; staff great about loaning
New Jersey	KACY	Atlantic City - Signature	4/2025	Car available; no overnights
New Jersey	KMMU	Morristown Muni - Atlantic & Signature	8/2025	Cars at multiple FBOs
New Jersey	KEWR	Newark - Liberty International / Signature	8/2025	Courtesy transportation
New Jersey	KTEB	Teterboro - Signature & Jet Aviation	8/2025	Cars at multiple FBOs
New Jersey	KMJX	Toms River - Ocean County / Ocean Aire	8/2025	Saab station wagon; excellent condition
New Jersey	KTTN	Trenton Mercer - Signature & Flight Serv	8/2025	2-3 crew cars
New Mexico	KAEG	Albuquerque - Double Eagle / Bode Aero	8/2025	Car available; no ramp fees; cafe on field
New Mexico	KABQ	Albuquerque International - Cutter	4/2025	Courtesy car available
New Mexico	KATS	Artesia	8/2025	Courtesy car available
New Mexico	KALM	Alamogordo - White Sands Regional / Exile Aviation	8/2025	Courtesy car available
New Mexico	N19	Aztec	2/2026	Cars with 3-day advance notice; fill out agreement online
New Mexico	KBRG	Belen - Alexander Municipal	12/2025	2 retired cop cars (Dodge Charger and Impala); CTAF after hours
New Mexico	KCNM	Carlsbad - Cavern City / Chandler Aviation	8/2025	Courtesy car available
New Mexico	KCAO	Clayton Muni Airpark	8/2024	2 old police cars
New Mexico	KDMN	Deming - Desert Aviation	8/2024	Van available; overnight use for hotel
New Mexico	KGNT	Grants Municipal	4/2025	Courtesy car; overnight possible; no reservation
New Mexico	KHOB	Hobbs - Lea County Regional / Christian Aviation & Tailwind	8/2025	Car at both FBOs; overnight for a fee
New Mexico	KLRU	Las Cruces - Southwest Aviation & Francis Aviation	2/2025	Cars at multiple FBOs
New Mexico	KLAM	Los Alamos Airport	10/2025	Call manager for key; free bus service also available
New Mexico	E06	Lovington - Lea County / Zip Franklin Memorial	8/2025	2 cars; reservable; overnights often OK
New Mexico	KPRZ	Portales Municipal	4/2025	Courtesy car available
New Mexico	KRTN	Raton Municipal - Express Aviation Services	8/2025	Courtesy car available
New Mexico	KSRR	Ruidoso - Sierra Blanca Regional	8/2025	Car; 2-hour limit; very friendly staff
New Mexico	KSAF	Santa Fe Municipal - Santa Fe Jet Center & Signature	8/2025	2 cars at Jet Center
New Mexico	KDNA	Santa Teresa - Dona Ana County / Francis Aviation	8/2025	Courtesy car available
New Mexico	KSVC	Silver City - Grant County Airport	3/2026	Car available per airport manager
New Mexico	KTCC	Tucumcari Muni	8/2025	1 car; 7am-5pm; camping on site
New York	KALB	Albany International - Million Air	8/2024	Courtesy car available
New York	KBUF	Buffalo - Niagara International / Signature	8/2024	Courtesy car available
New York	KIUA	Canandaigua - VAS Operations	8/2024	Courtesy car available
New York	KDKK	Dunkirk - Centric Aviation	8/2024	Car available
New York	KJPX	East Hampton Airport	4/2025	Free loaner but fees are high; call ahead
New York	KELM	Elmira/Corning Regional - Atlantic & Premier Aviation	7/2024	Cars at multiple FBOs
New York	KFRG	Farmingdale - Republic / Modern / Atlantic / Republic Jet	8/2024	Cars at multiple FBOs
New York	1B1	Hudson - Columbia County / Richmor Aviation	4/2025	Car available
New York	20N	Kingston - Ulster / Richmor Aviation	4/2025	Car; free shuttle to town
New York	KSWF	Newburgh - Stewart Intl / Signature & Atlantic	8/2024	Courtesy transportation
New York	KISP	NY - Long Island Mac Arthur / New York Jet & Modern Air	4/2025	Electric car and more
New York	KIAG	Niagara Falls International - Calspan Air	4/2025	Toyota Highlander
New York	KOLE	Olean - Cattaraugus Co.	7/2024	Courtesy transportation
New York	KPBG	Plattsburgh International - AvFlight	8/2024	Courtesy car available
New York	KROC	Rochester - US Airports Flight Support & AvFlight	8/2024	Cars at multiple FBOs
New York	KRME	Rome - Million Air	4/2025	Courtesy car available
New York	5B2	Saratoga Springs - North American Flight	8/2024	Courtesy car available
New York	KSCH	Schenectady County - Richmor Aviation	4/2025	Car available
New York	KSYR	Syracuse - Hancock Intl / Freeman Jet Center & Million Air	8/2024	Cars at multiple FBOs
New York	KFOK	Westhampton Beach - Gabreski / Modern Aviation	4/2025	2-hour use
New York	KHPN	White Plains - Westchester / Million Air & Atlantic West	8/2024	Cars at multiple FBOs
North Carolina	KVUJ	Albemarle - Stanly Co.	8/2024	Car available
North Carolina	KRHP	Andrews - Western Carolina Regional	2/2026	3 courtesy cars including Ford Taurus ex-police
North Carolina	KHBI	Asheboro Regional	8/2024	Car available
North Carolina	KAVL	Asheville - Landmark	8/2024	2 cars; 2-hour limit
North Carolina	KMRH	Beaufort - Smith Field / Crystal Coast Aviation	8/2024	Courtesy car available
North Carolina	KBUY	Burlington - Alamance Regional / Sky South Aviation	8/2024	2 cars
North Carolina	KCLT	Charlotte - Douglas International / Wilson Air	8/2024	Courtesy car available
North Carolina	KJQF	Concord Regional	7/2024	Courtesy car available
North Carolina	KONX	Currituck Co Regional	9/2024	Multiple courtesy cars
North Carolina	KEDE	Edenton - Northeastern Regional	4/2025	3 cars available
North Carolina	KEYF	Elizabethtown - Brown Field / Sovereign Aerospace	8/2024	Courtesy car; open every day 9-5
North Carolina	KHRJ	Erwin - Hartnett Regional Jetport	8/2024	Car; 2-hour max; in-county use
North Carolina	KGWW	Goldsboro - Wayne Executive Jetport	8/2024	Chevy Traverse; call ahead to reserve
North Carolina	KGSO	Greensboro - Piedmont Triad Intl / Signature & Koury Aviation	8/2024	2 Nissan Altimas plus more; business hours
North Carolina	KHKY	Hickory Regional	8/2024	2 courtesy cars
North Carolina	KOAJ	Jacksonville - Albert J Ellis / Skyport	8/2024	Car available
North Carolina	KGEV	Jefferson - Ashe County	8/2024	Courtesy car available
North Carolina	KDPL	Kenansville - Duplin Co.	6/2024	Beautiful car
North Carolina	KEXX	Lexington - Davidson Co. / Fly High	8/2024	2 cars; no ramp fees
North Carolina	KLHZ	Louisburg - Triangle North Executive	8/2024	Courtesy car available
North Carolina	KLBT	Lumberton Regional	8/2024	Car; overnight borrowed
North Carolina	KMQI	Manteo - Dare County Regional	4/2025	Old Crown Vic
North Carolina	KEQY	Monroe - Charlotte Executive	9/2024	Hertz car; 2 hours; first come first served
North Carolina	KMRN	Morganton - Foothills Regional	8/2024	Courtesy cars available
North Carolina	KMWK	Mount Airy - Surry County / county-owned	4/2025	2 cars
North Carolina	W40	Mount Olive Municipal - Bass Aviation	8/2024	Car or shuttle van
North Carolina	KEWN	New Bern - Coastal Carolina Regional / Tidewater Air	8/2024	1 car; 1-hour limit (lunch trip OK)
North Carolina	KUKF	North Wilkesboro - Wilkes County	4/2025	Courtesy car available
North Carolina	KSUT	Oak Island - Cape Fear Regional Jetport	8/2024	2 cars
North Carolina	KHNZ	Oxford - Henderson / Fly HNZ	8/2024	Courtesy car available
North Carolina	KSOP	Pinehurst - Southern Pines / Moore Co.	8/2024	Courtesy car; busy due to golf
North Carolina	KPMZ	Plymouth Municipal	4/2025	2007 Dodge Durango
North Carolina	KSIF	Reidsville - Shiloh Airport	8/2024	Courtesy car available
North Carolina	KTDF	Roxboro - Person Co. / Red Mountain Aviation	8/2024	Courtesy car available
North Carolina	KRUQ	Salisbury - Rowan Co.	8/2024	Courtesy car available
North Carolina	KSCR	Siler City Municipal - Cardinal Air	8/2024	Courtesy car available
North Carolina	KJNX	Smithfield - Johnston County	8/2024	2-hour limit; first come first served
North Carolina	KSVH	Statesville Municipal	8/2024	Ford Taurus; business hours
North Carolina	KACZ	Wallace - Henderson Field	8/2024	Courtesy transportation
North Carolina	KOCW	Washington - Warren Airport	8/2024	Van; call ahead for after-hours arrival
North Carolina	KCPC	Whiteville - Columbus Co.	8/2024	Courtesy transportation
North Carolina	KILM	Wilmington International - Modern Aviation & Aero Center	8/2024	Cars at multiple FBOs
North Carolina	W03	Wilson Industrial - Carolina Air Center	8/2024	Car available
North Carolina	KINT	Winston-Salem - Smith Reynolds / Signature	8/2024	Car; 2-hour use
North Dakota	KBIS	Bismarck Muni - Bismarck Aero Center & Executive Air	8/2024	Cars at multiple FBOs; 3 vehicles at Executive Air
North Dakota	2C8	Cavalier Municipal	8/2024	Courtesy transportation
North Dakota	KDVL	Devils Lake Regional - Devils Lake Aero	8/2024	Courtesy car available
North Dakota	KFAR	Fargo - Hector International / Fargo Jet	8/2024	Courtesy car available
North Dakota	D54	West Fargo Municipal	8/2024	Car used by pilot
North Dakota	D05	Garrison Municipal	8/2024	Minivan available
North Dakota	KGAF	Grafton - Hutson Field	5/2024	Maroon 1994 Taurus; keys in terminal
North Dakota	KGFK	Grand Forks - AvFlight FBO	8/2024	Nissan Versa and Chevy Malibu
North Dakota	KGWR	Gwinner	8/2024	Grey Suburban; very cheap gas
North Dakota	5H4	Harvey Municipal	8/2024	Car available; call for key location
North Dakota	KJMS	Jamestown Regional - First Class Aviation	8/2024	Sign out car at airport FBO
North Dakota	Y19	Mandan Municipal	7/2024	Courtesy transportation
North Dakota	KRUG	Rugby Municipal	8/2024	Car available
North Dakota	08D	Stanley Municipal	7/2024	Courtesy van; call ahead for key
North Dakota	KISN	Williston - Sloulin Field / Overland Aviation	8/2024	Courtesy car available
North Dakota	6L5	Wishek Municipal	4/2025	Towncar; inside garage; call for entry code
North Dakota	KBAC	Valley City - Barnes Co.	8/2024	Courtesy transportation
North Dakota	S25	Watford City Municipal	8/2024	3 cars: Buick, Tahoe, Suburban; donation requested
Ohio	KCAK	Akron Canton Regional - AvFlight	8/2024	Courtesy car available; MAPS Air Museum on field
Ohio	KHZY	Ashtabula - NE Ohio Regional	7/2024	Courtesy car available
Ohio	KUNI	Athens/Albany - Ohio U Snyder Field	4/2025	One crew car
Ohio	I69	Batavia - Clermont County / Sporty's	4/2025	1 car; 2-hour limit; first come first served
Ohio	1G0	Bowling Green - Wood County	6/2025	Courtesy car available
Ohio	0G6	Bryan - Williams Co.	8/2024	Courtesy transportation
Ohio	KCDI	Cambridge Municipal - Cambridge Flight Center	8/2024	Pontiac Vibe; sign out in FBO
Ohio	KTSO	Carrollton - Carroll Co.	6/2025	Courtesy transportation
Ohio	KCYO	Circleville - Pickaway County Memorial	4/2025	Courtesy van available
Ohio	KCGF	Cleveland Cuyahoga Co. - Cleveland Jet	8/2024	2 cars
Ohio	KBKL	Cleveland - Burke Lakefront / Signature	8/2024	Courtesy van into town
Ohio	KTZR	Columbus - Bolton Field / Bolton Aviation	8/2024	Courtesy car available
Ohio	KCMH	Columbus - Port Columbus Intl / Lane Aviation & Signature	8/2024	2011 Chrysler 300 plus more
Ohio	KLCK	Columbus - Rickenbacker Intl / Rickenbacker Aviation	8/2024	Courtesy car available
Ohio	KOSU	Ohio State University	4/2025	5 cars
Ohio	I40	Coshocton - Richard Downing Airport	8/2024	Courtesy car available
Ohio	KMGY	Dayton - Wright Brothers / First Flight	8/2024	Courtesy car available
Ohio	KGDK	Dayton - Greene County / Mac Air	8/2024	2 Honda Odyssey minivans; up to 4 hrs; near AF Museum
Ohio	KDAY	James M Cox Dayton International - Premier FBO	8/2025	SUV and Van available; staff will have it ready
Ohio	KDFI	Defiance Memorial - TAS Aviation	8/2024	Car available
Ohio	KDLZ	Delaware Muni - Jim Moore Field	8/2024	10-passenger van shuttle within city limits
Ohio	KFDY	Findlay Airport	6/2025	Ford Explorer; first come first served
Ohio	KHAO	Hamilton - Butler Co. Regional / Cincinnati Jet Center	8/2024	2018 BMW 745; 2-hour limit with fuel
Ohio	KHOC	Hillsboro - Highland County	8/2024	Nice car available
Ohio	KJRO	Jackson - James A Rhodes Airport	8/2024	1 car; call ahead to reserve
Ohio	KLHQ	Lancaster - Fairfield County / Sundowner Aviation	2/2024	Older Nissan
Ohio	KAOH	Lima - Allen County Airport	1/2024	2 newish minivans; free for a few hours
Ohio	KUYF	London - Madison County	8/2024	Courtesy car available
Ohio	KMFD	Mansfield - Lahm Regional / Niss Aviation	6/2025	Car; first come first served
Ohio	7G8	Middlefield - Geauga County Airport	4/2025	2019 Ford Escape; mogas available
Ohio	KMWO	Middleton - Hook Field	8/2024	Courtesy car available
Ohio	4I3	Mount Vernon - Knox County	8/2024	1 car available
Ohio	KVTA	Newark - Licking County Regional / Aviation Works	8/2024	Car; 2-hour limit
Ohio	KPCW	Port Clinton - Erie-Ottawa International Airport	6/2025	Courtesy car available; great diner nearby
Ohio	KPMH	Greater Portsmouth Regional - PMH Aviation	8/2024	Car available
Ohio	16G	Tiffin - Seneca County / Tiffin Aire	4/2025	Courtesy car; great FBO
Ohio	KTOL	Toledo - Grand Aire	8/2024	2 SUVs
Ohio	I74	Urbana - Grimes Field Airport	7/2024	Car available; key location secured
Ohio	KVNW	Van Wert County Airport	8/2024	2013 white Dodge Charger and old van
Ohio	3G3	Wadsworth Muni - Wadsworth Flight Service	8/2024	Car available
Ohio	KAXV	Wapakoneta Airport	8/2024	Courtesy car available
Ohio	I23	Washington Courthouse - Fayette County	8/2024	Chevy Equinox and Nissan Rogue
Ohio	KUSE	Wauseon - Fulton Co.	8/2024	Courtesy car; mogas UL94
Ohio	KLNN	Willoughby Muni - Classic Jet	7/2024	Courtesy car available
Ohio	KBJJ	Wooster	4/2025	1 car; call during business hours
Ohio	KYNG	Youngstown - Warren Regional / Jets FBO Network	8/2024	Courtesy car available
Ohio	KZZV	Zanesville Municipal	4/2025	Courtesy car available; nice FBO
Oklahoma	KADH	Ada Municipal	4/2025	Courtesy van
Oklahoma	KAXS	Altus - Quartz Mtn Regional - AXS	8/2025	Courtesy car available
Oklahoma	KAVK	Alva Regional	8/2025	Car available
Oklahoma	80F	Antlers Municipal	4/2024	2 cars; ping-pong table available
Oklahoma	KADM	Ardmore Municipal - SBA	8/2025	Courtesy car available
Oklahoma	1F0	Ardmore Downtown Exec - KMA Aviation	8/2025	Ford Taurus and Chevy Suburban; new from oil firm donation
Oklahoma	KBVO	Bartlesville Municipal	8/2025	4 crew cars: 2 Explorers, 2 Taurus, 1 FreeStar van
Oklahoma	KCHK	Chickasha Municipal	8/2025	3 cars
Oklahoma	KGCM	Claremore Regional	8/2025	Courtesy car available
Oklahoma	KDUA	Durant Regional - Eaker Field	4/2025	Courtesy car available; super friendly FBO
Oklahoma	KELK	Elk City Regional	8/2024	2 cars
Oklahoma	KRQO	El Reno Regional	5/2025	2 courtesy cars; overnight free with fuel
Oklahoma	KWDG	Enid Woodring Regional	8/2025	4 cars; cafe on field
Oklahoma	KFDR	Frederick Regional	8/2025	Courtesy car available
Oklahoma	6K4	Fairview Municipal - Regier Flying Service	8/2024	1 car
Oklahoma	1K4	Goldsby - David J Perry Airport	8/2024	Pickup available
Oklahoma	KGMJ	Grove Municipal	4/2025	Dodge Challenger and Ford Expedition; very nice people
Oklahoma	KGOK	Guthrie - Edmond Regional / Apex Executive	8/2025	Courtesy car available
Oklahoma	KGUY	Guymon Muni - Centerline	4/2025	Courtesy car available
Oklahoma	2O8	Hinton	8/2025	Courtesy transportation
Oklahoma	KHBR	Hobart Regional	8/2025	Courtesy car available
Oklahoma	KHHW	Hugo - Stan Stamper Municipal	4/2025	Ford Escape
Oklahoma	4O4	Idabel - McCurtain Co.	8/2025	Car available
Oklahoma	1K8	Ketchum - South Grand Lake Regional	8/2025	Crown Vic and Durango
Oklahoma	F92	Kingfisher Airport	4/2025	Car available; ask for Jill
Oklahoma	2K4	Mangum - Scott Field	8/2025	Courtesy transportation
Oklahoma	KMLC	McAlester Regional - BrenAir	8/2025	Crew car; fuel required
Oklahoma	KMIO	Miami Regional	8/2024	2 retired city cars
Oklahoma	KMKO	Muskogee - Davis Aviation	4/2025	Car including Tesla
Oklahoma	KOUN	Norman - University of Oklahoma / Westheimer	4/2025	Car available
Oklahoma	KOKC	Oklahoma City - Will Rogers / Atlantic	8/2025	Courtesy car available
Oklahoma	KPWA	Oklahoma City - Wiley Post / Atlantic & JetSet FBO	8/2025	Cars at multiple FBOs
Oklahoma	KHSD	Oklahoma City - Sundance Airpark	8/2025	2 late model Land Rover SUVs
Oklahoma	KRCE	Oklahoma City - Yukon / Legacy Aviation	8/2025	2 cars
Oklahoma	KOKM	Okmulgee Regional	8/2025	Courtesy car available
Oklahoma	KJSV	Sallisaw Municipal	8/2024	Nice folks; cheap gas
Oklahoma	KOWP	Sand Springs - Pogue Muni	4/2025	2 Chevy Malibu (2000 and 2007)
Oklahoma	KSRE	Seminole Municipal	8/2025	Chrysler Town and Country
Oklahoma	KSNL	Shawnee Regional	4/2025	Silverado and Expedition; reservations; free overnight
Oklahoma	KGZL	Stigler Regional	9/2024	Nice car available
